,id,original_language_cat,popularity_cat,runtime_cat,status,vote_average,genres,original_language,original_title,popularity,runtime,spoken_languages,title,vote_count,cluster
2647,75033,en,Very Low,Medium,Released,5.2,Drama,en,Winnie Mandela,1.897761,107.0,en,Winnie Mandela,5,3
2648,74536,en,Low,Short,Released,4.8,Drama Thriller Crime,en,The Son of No One,7.701186,90.0,en,The Son of No One,92,3
2649,31668,en,Very Low,Medium,Released,6.1,Action Comedy Drama History,en,All The Queen's Men,1.833058,99.0,"en,de",All The Queen's Men,7,0
2650,13501,en,Low,Medium,Released,5.7,Comedy Drama Romance Fantasy Music,en,The Good Night,12.185204,93.0,"en,it",The Good Night,41,0
2651,15208,en,Very Low,Long,Released,5.6,Drama Fantasy,en,Bathory,2.500218,141.0,en,Bathory: Countess of Blood,31,0
2652,172391,en,Low,Short,Released,5.8,Animation Adventure Family,en,Khumba,6.459787,85.0,en,Khumba,72,2
2653,262543,en,High,Medium,Released,5.6,Thriller Science Fiction,en,Autómata,49.808505,110.0,en,Automata,670,4
2654,9288,en,Low,Medium,Released,4.8,Action Adventure Fantasy,en,Dungeons & Dragons: Wrath of the Dragon God,4.901936,105.0,en,Dungeons & Dragons: Wrath of the Dragon God,36,0
2655,20083,Others,Low,Medium,Released,6.7,Drama Action Thriller Crime,zh,新宿事件,5.2943190000000016,119.0,"ja,zh,cn,en",Shinjuku Incident,65,0
2656,40880,en,Very Low,Long,Released,4.5,Drama Foreign,en,Pandaemonium,0.165367,124.0,en,Pandaemonium,2,3
2657,137,en,High,Medium,Released,7.4,Romance Fantasy Drama Comedy,en,Groundhog Day,52.744331,101.0,"en,fr,it",Groundhog Day,2301,0
2658,264999,en,High,Medium,Released,6.3,Comedy Drama Music,en,Magic Mike XXL,29.660993,115.0,en,Magic Mike XXL,706,4
2659,454,en,High,Medium,Released,6.7,Drama Romance,en,Romeo + Juliet,41.493042,120.0,en,Romeo + Juliet,1374,0
2660,53457,Others,Low,Medium,Released,7.2,Drama War,fr,Elle s'appelait Sarah,10.072199,111.0,"en,fr,de,it,yi",Sarah's Key,196,3
2661,288980,en,Very Low,Medium,Released,5.8,Drama,en,Freedom,4.389363,98.0,en,Freedom,9,1
2662,33,en,High,Long,Released,7.7,Western,en,Unforgiven,37.380435,131.0,en,Unforgiven,1113,0
2663,1951,Others,Low,Long,Released,6.9,Drama,da,Manderlay,7.05145,139.0,en,Manderlay,78,0
2664,12405,en,High,Medium,Released,7.6,Drama Romance,en,Slumdog Millionaire,59.25896899999999,120.0,"fr,hi,en",Slumdog Millionaire,2827,0
2665,10998,en,Medium,Medium,Released,6.6,Drama Romance Thriller,en,Fatal Attraction,16.742972,119.0,en,Fatal Attraction,291,0
2666,114,en,High,Medium,Released,7.0,Romance Comedy,en,Pretty Woman,45.473484,119.0,"en,it,ja",Pretty Woman,1746,0
2667,9396,en,Medium,Medium,Released,5.5,Adventure Comedy,en,Crocodile Dundee II,15.474831,110.0,en,Crocodile Dundee II,303,0
2668,319910,en,Very Low,Medium,Released,5.0,Thriller Mystery Drama Crime,en,Broken Horses,4.289676,101.0,en,Broken Horses,10,1
2669,2604,en,Medium,Long,Released,6.7,Drama War,en,Born on the Fourth of July,25.949277,145.0,"en,es",Born on the Fourth of July,395,0
2670,864,en,Medium,Medium,Released,6.8,Comedy,en,Cool Runnings,22.409117,98.0,"en,fr,de,ru",Cool Runnings,491,0
2671,14435,en,Medium,Medium,Released,5.3,Mystery Horror,en,My Bloody Valentine,13.706357,101.0,en,My Bloody Valentine,299,0
2672,1931,en,Low,Medium,Released,6.1,Drama Music,en,Stomp the Yard,6.92205,114.0,en,Stomp the Yard,88,0
2673,691,en,Medium,Long,Released,6.6,Adventure Action Thriller,en,The Spy Who Loved Me,27.17347,125.0,"en,it,ar",The Spy Who Loved Me,507,0
2674,9877,en,Low,Medium,Released,5.6,Horror Thriller,en,Urban Legend,12.159009,99.0,"en,it",Urban Legend,290,0
2675,62008,en,Very Low,Medium,Released,6.2,Comedy Drama Romance,en,Good Deeds,4.448494,111.0,en,Good Deeds,45,3
2676,12227,en,Medium,Medium,Released,6.5,Action Adventure Drama Family,en,White Fang,13.13724,107.0,en,White Fang,135,0
2677,13824,en,Very Low,Short,Released,5.1,Comedy Family,en,Superstar,4.04701,81.0,en,Superstar,83,0
2678,71688,en,Medium,Medium,Released,6.2,History Drama,en,The Iron Lady,23.3784,105.0,en,The Iron Lady,527,3
2679,15173,en,Very Low,Short,Released,6.4,Action Adventure Animation Comedy Family,en,Jonah: A VeggieTales Movie,1.446172,82.0,"cs,en",Jonah: A VeggieTales Movie,22,0
2680,8291,en,Very Low,Medium,Released,6.9,Drama Romance,en,Poetic Justice,3.650857,109.0,"en,fr",Poetic Justice,47,0
2681,13950,en,Low,Medium,Released,5.8,Action Adventure Comedy,en,All About the Benjamins,5.102258,95.0,"en,fr",All About the Benjamins,48,0
2682,12158,en,Low,Medium,Released,4.5,Comedy Horror Romance,en,Vampire in Brooklyn,6.772614999999999,100.0,en,Vampire in Brooklyn,111,0
2683,11586,en,Low,Medium,Released,4.5,Horror Thriller Fantasy,en,Exorcist II: The Heretic,11.543363,118.0,"en,fr,es",Exorcist II: The Heretic,133,0
2684,10008,en,Low,Short,Released,5.3,Horror Thriller,en,An American Haunting,7.436315,83.0,en,An American Haunting,142,0
2685,2830,en,Medium,Short,Released,4.4,Comedy Romance,en,My Boss's Daughter,14.813614,83.0,en,My Boss's Daughter,180,0
2686,12403,en,Medium,Medium,Released,6.2,Thriller Mystery Adventure,en,A Perfect Getaway,20.792603,98.0,en,A Perfect Getaway,351,0
2687,34563,en,Low,Medium,Released,5.7,Comedy,en,Our Family Wedding,6.733485000000001,103.0,en,Our Family Wedding,39,3
2688,14557,en,Low,Medium,Released,5.6,Comedy,en,Dead Man on Campus,7.708227000000001,96.0,en,Dead Man on Campus,49,0
2689,10368,en,Very Low,Medium,Released,5.8,Comedy Drama War,en,Tea with Mussolini,2.238646,117.0,"en,it,ru",Tea with Mussolini,32,0
2690,10280,en,Low,Medium,Released,5.5,Horror Thriller,en,Thinner,7.866961,92.0,en,Thinner,124,0
2691,12637,en,Very Low,Long,Released,6.1,Drama Music Romance,en,"New York, New York",3.876242,155.0,en,"New York, New York",67,0
2692,34152,en,Very Low,Medium,Released,6.7,Comedy Drama,en,Crooklyn,1.89218,115.0,en,Crooklyn,31,3
2693,14434,en,Very Low,Short,Released,5.0,Comedy Romance,en,I Think I Love My Wife,4.536745,90.0,en,I Think I Love My Wife,55,0
2694,11470,en,Low,Medium,Released,4.5,Horror Science Fiction,en,Jason X,11.220643,91.0,en,Jason X,291,0
2695,10741,en,Low,Medium,Released,6.4,History Drama,en,Bobby,11.706309,120.0,"en,de,es",Bobby,119,0
2696,24940,en,Very Low,Short,Released,5.3,Comedy Romance,en,Head Over Heels,4.66723,86.0,en,Head Over Heels,73,0
2697,82679,en,Low,Short,Released,5.5,Comedy,en,Fun Size,7.487842999999999,87.0,en,Fun Size,134,3
2698,2013,Others,Medium,Medium,Released,7.4,Drama,fr,Le scaphandre et le papillon,13.65494,112.0,fr,The Diving Bell and the Butterfly,283,0
2699,1440,en,Low,Long,Released,6.9,Romance Drama,en,Little Children,11.942862,136.0,en,Little Children,240,0
2700,18041,en,Low,Short,Released,5.5,Drama Mystery Thriller,en,Gossip,5.833687,90.0,"en,it",Gossip,68,0
2701,28029,en,Low,Medium,Released,6.2,Drama Romance,en,A Walk on the Moon,6.370267,107.0,en,A Walk on the Moon,21,0
2702,1123,en,Very Low,Medium,Released,6.4,Action Drama Thriller,en,Catch a Fire,4.052219,101.0,"af,en,zu",Catch a Fire,25,0
2703,14033,en,Very Low,Short,Released,4.4,Horror Mystery Thriller,en,Soul Survivors,3.231848,84.0,en,Soul Survivors,49,0
2704,87729,en,Very Low,Long,Released,5.2,Drama Romance,en,Jefferson in Paris,0.900442,139.0,en,Jefferson in Paris,10,3
2705,16899,en,Low,Medium,Released,6.3,Comedy Romance,en,Easy Virtue,8.387573,93.0,en,Easy Virtue,108,0
2706,41317,en,Very Low,Long,Released,5.8,Action Adventure Drama Romance,en,Caravans,0.633004,127.0,,Caravans,1,3
2707,245700,en,Low,Long,Released,6.3,History Drama,en,Mr. Turner,9.242554,150.0,en,Mr. Turner,204,4
2708,37842,Others,Very Low,Medium,Released,5.8,Drama Romance,fr,Les herbes folles,1.866443,104.0,fr,Wild Grass,22,3
2709,9045,Others,Low,Long,Released,7.1,Drama History,fr,Amen.,5.9305330000000005,132.0,"en,fr,de,it",Amen.,75,0
2710,44092,Others,Low,Medium,Released,6.7,History Action,zh,剑雨,4.930129,117.0,"zh,en",Reign of Assassins,57,3
2711,16005,en,Low,Medium,Released,6.3,Comedy Drama History,en,The Lucky Ones,8.747922,113.0,en,The Lucky Ones,55,0
2712,44754,en,Low,Long,Released,6.1,Drama,en,Margaret,4.898424,149.0,en,Margaret,86,3
2713,23988,en,Low,Short,Released,4.0,Comedy Horror,en,Stan Helsing,7.410522999999999,90.0,en,Stan Helsing,97,0
2714,43949,en,Medium,Short,Released,7.4,Romance Drama,en,Flipped,24.210698,89.0,en,Flipped,418,3
2715,142,en,High,Long,Released,7.5,Drama Romance,en,Brokeback Mountain,44.135568,134.0,en,Brokeback Mountain,1480,0
2716,9603,en,Medium,Medium,Released,6.9,Comedy Drama Romance,en,Clueless,16.051328,97.0,"es,en",Clueless,803,0
2717,10712,en,Low,Medium,Released,6.9,Drama Romance,en,Far from Heaven,9.982885,107.0,en,Far from Heaven,144,0
2718,243938,en,Medium,Medium,Released,5.0,Comedy,en,Hot Tub Time Machine 2,16.618873999999998,93.0,en,Hot Tub Time Machine 2,354,4
2719,10876,en,Low,Long,Released,6.8,Drama,en,Quills,7.261196000000001,124.0,en,Quills,128,0
2720,86838,en,High,Medium,Released,6.7,Comedy Crime,en,Seven Psychopaths,32.306455,110.0,"en,vi",Seven Psychopaths,1206,3
2721,25208,en,Low,Medium,Released,6.0,Drama Mystery Thriller,en,The Caveman's Valentine,4.722403,105.0,en,The Caveman's Valentine,27,0
2722,613,Others,High,Long,Released,7.7,Drama History War,de,Der Untergang,32.445895,156.0,"hu,de,ru",Downfall,1037,0
2723,1913,Others,Medium,Long,Released,7.2,Drama,es,Mar adentro,17.363739000000002,125.0,"gl,es",The Sea Inside,219,0
2724,97370,en,High,Medium,Released,6.0,Thriller Science Fiction Drama,en,Under the Skin,29.782161,108.0,en,Under the Skin,1102,2
2725,801,en,Medium,Long,Released,7.1,Comedy Drama War,en,"Good Morning, Vietnam",18.362333,121.0,en,"Good Morning, Vietnam",642,0
2726,70829,en,Very Low,Medium,Released,4.7,Action Comedy Thriller,en,The Last Godfather,0.6807529999999999,100.0,ko,The Last Godfather,7,3
2727,54518,en,Low,Medium,Released,4.8,Documentary Music Family,en,Justin Bieber: Never Say Never,6.735922,105.0,en,Justin Bieber: Never Say Never,154,3
2728,44214,en,High,Medium,Released,7.3,Drama Thriller,en,Black Swan,91.285683,108.0,"en,fr,it",Black Swan,4430,3
2729,240,en,High,Long,Released,8.3,Drama Crime,en,The Godfather: Part II,105.792936,200.0,"en,it,la,es",The Godfather: Part II,3338,0
2730,9816,en,Low,Medium,Released,6.3,Drama Family Romance Music,en,Save the Last Dance,9.969624,112.0,en,Save the Last Dance,352,0
2731,10131,en,Medium,Medium,Released,5.8,Horror Thriller,en,A Nightmare on Elm Street 4: The Dream Master,17.113408,99.0,en,A Nightmare on Elm Street 4: The Dream Master,281,0
2732,339984,en,Low,Medium,Released,6.7,Drama,en,Miracles from Heaven,10.248439,117.0,en,Miracles from Heaven,186,1
2733,8859,en,Medium,Short,Released,5.2,Comedy,en,"Dude, Where’s My Car?",25.316146,83.0,"en,fr,ja","Dude, Where’s My Car?",509,0
2734,11967,en,Low,Medium,Released,6.6,Crime Action Adventure Drama Western,en,Young Guns,9.499325,107.0,en,Young Guns,258,0
2735,239563,en,High,Medium,Released,7.1,Comedy,en,St. Vincent,43.791745,102.0,en,St. Vincent,763,4
2736,222899,en,Low,Medium,Released,6.0,Comedy Romance,en,About Last Night,11.828068,100.0,en,About Last Night,210,4
2737,4951,en,High,Medium,Released,7.3,Comedy Romance Drama,en,10 Things I Hate About You,54.550275,97.0,"en,fr",10 Things I Hate About You,1701,0
2738,10985,en,Medium,Short,Released,5.7,Comedy Family,en,The New Guy,13.525704,88.0,"en,it,pt",The New Guy,151,0
2739,9644,en,Medium,Short,Released,5.7,Comedy,en,National Lampoon's Loaded Weapon 1,12.963328,84.0,en,National Lampoon's Loaded Weapon 1,157,0
2740,332567,en,High,Short,Released,6.2,Horror Drama Thriller,en,The Shallows,60.829621,86.0,en,The Shallows,1567,1
2741,1954,en,High,Medium,Released,7.3,Science Fiction Thriller,en,The Butterfly Effect,73.307513,113.0,en,The Butterfly Effect,2060,0
2742,15489,en,Low,Short,Released,4.8,Comedy Family,en,Snow Day,7.964289,89.0,en,Snow Day,51,0
2743,15250,en,Very Low,Medium,Released,7.1,Comedy Drama,en,This Christmas,2.388918,117.0,en,This Christmas,29,0
2744,22345,en,Very Low,Medium,Released,3.3,Science Fiction Comedy Family,en,Baby Geniuses,4.580081,97.0,"en,es",Baby Geniuses,75,0
2745,9448,en,Low,Medium,Released,6.1,Action Adventure Comedy Thriller,en,The Big Hit,6.425528,91.0,en,The Big Hit,109,0
2746,38223,en,Very Low,Medium,Released,5.7,Comedy Drama Family,en,Harriet the Spy,4.63093,100.0,en,Harriet the Spy,46,3
2747,11186,en,Medium,Short,Released,5.8,Drama Horror,en,Child's Play 2,16.681567,84.0,"en,tr",Child's Play 2,308,0
2748,136835,en,Medium,Short,Released,5.6,Crime Thriller,en,No Good Deed,24.656068,83.0,en,No Good Deed,181,2
2749,5876,en,High,Long,Released,6.7,Science Fiction Horror Thriller,en,The Mist,37.104353,126.0,en,The Mist,1399,0
2750,264660,en,High,Medium,Released,7.6,Drama Science Fiction,en,Ex Machina,95.130041,108.0,en,Ex Machina,4737,4
2751,492,en,Medium,Medium,Released,7.3,Fantasy Drama Comedy,en,Being John Malkovich,27.546914,112.0,"en,fr",Being John Malkovich,1101,0
2752,25462,en,Very Low,Short,Released,6.6,Comedy Romance,en,Two Can Play That Game,2.27213,90.0,en,Two Can Play That Game,17,0
2753,238603,en,Medium,Short,Released,5.7,Family Adventure Science Fiction,en,Earth to Echo,17.371326999999994,89.0,en,Earth to Echo,290,4
2754,10691,en,Low,Medium,Released,6.6,Drama Romance,en,Crazy/Beautiful,6.130096,99.0,"es,en",Crazy/Beautiful,96,0
2755,1251,en,Medium,Long,Released,7.2,Action Adventure Drama War,en,Letters from Iwo Jima,24.47248,141.0,"en,ja",Letters from Iwo Jima,541,0
2756,5172,en,Low,Medium,Released,6.2,Adventure Comedy Drama Science Fiction,en,The Astronaut Farmer,6.764436999999999,104.0,en,The Astronaut Farmer,123,0
2757,58680,en,Very Low,Short,Released,5.5,Comedy Romance,en,Woo,1.750054,84.0,en,Woo,10,3
2758,264644,en,High,Medium,Released,8.1,Drama Thriller,en,Room,66.11334000000001,117.0,en,Room,2757,4
2759,14577,en,Low,Short,Released,6.5,Comedy,en,Dirty Work,9.066881,82.0,en,Dirty Work,66,0
2760,11592,en,Low,Medium,Released,6.4,Comedy Crime Horror Thriller,en,Serial Mom,6.170139,95.0,en,Serial Mom,135,0
2761,16406,en,Low,Medium,Released,5.7,Comedy,en,Dick,4.742537,94.0,"en,fr",Dick,67,0
2762,19052,en,Very Low,Medium,Released,6.6,Drama Thriller,en,Light It Up,1.212956,99.0,en,Light It Up,7,0
2763,3682,en,Low,Medium,Released,5.5,Music Drama,en,54,11.880899,106.0,en,54,135,0
2764,9683,en,Low,Short,Released,5.1,Adventure Comedy Drama Romance,en,Bubble Boy,10.131123,84.0,en,Bubble Boy,163,0
2765,2084,en,Low,Medium,Released,6.1,Comedy Crime Thriller,en,Birthday Girl,5.831302,93.0,"en,ru",Birthday Girl,103,0
2766,107811,en,High,Medium,Released,5.7,Comedy,en,21 & Over,35.522027,93.0,en,21 & Over,737,2
2767,2266,Others,Low,Medium,Released,6.8,Drama Romance,fr,"Paris, je t'aime",10.573191,120.0,"es,fr,en,zh,ar","Paris, je t'aime",207,0
2768,13074,en,Low,Medium,Released,5.9,Drama,en,Resurrecting the Champ,4.898437,112.0,en,Resurrecting the Champ,60,0
2769,144340,en,Medium,Medium,Released,5.4,Comedy Drama Romance,en,Admission,17.632445999999995,107.0,en,Admission,304,2
2770,48217,en,Very Low,Medium,Released,6.7,Romance Drama,en,La veuve de Saint-Pierre,1.7800650000000002,112.0,fr,The Widow of Saint-Pierre,11,3
2771,28211,en,Medium,Medium,Released,5.9,Drama Thriller Mystery,en,Chloe,26.373864,96.0,en,Chloe,498,0
2772,47502,en,Very Low,Medium,Released,4.8,Comedy Crime Drama,en,Faithful,1.6473349999999998,91.0,en,Faithful,4,3
2773,9950,en,Low,Long,Released,6.5,Drama Action Comedy Crime,en,Find Me Guilty,12.321302,125.0,"en,pl",Find Me Guilty,138,0
2774,84892,en,High,Medium,Released,7.7,Drama Romance,en,The Perks of Being a Wallflower,43.444135,102.0,en,The Perks of Being a Wallflower,2968,3
2775,24227,en,Very Low,Short,Released,4.5,Action,en,Excessive Force,1.279106,87.0,en,Excessive Force,10,0
2776,9672,en,Very Low,Medium,Released,6.4,Drama,en,Infamous,3.680896,110.0,"en,de",Infamous,60,0
2777,44853,en,Very Low,Medium,Released,5.6,Drama Romance Western,en,The Claim,2.996284,120.0,en,The Claim,17,3
2778,157544,en,Low,Medium,Released,4.6,Thriller Horror,en,The Vatican Tapes,10.475368,91.0,"en,de",The Vatican Tapes,243,2
2779,59678,en,High,Short,Released,6.3,Action Comedy Science Fiction,en,Attack the Block,30.952377,88.0,en,Attack the Block,733,3
2780,79777,en,Very Low,Long,Released,5.8,Drama Romance War,en,In the Land of Blood and Honey,4.2674660000000015,127.0,"bs,hr,en,sr",In the Land of Blood and Honey,45,3
2781,158011,en,High,Medium,Released,6.6,Crime Thriller,en,The Call,34.532418,94.0,en,The Call,1257,2
2782,407887,Others,Low,Medium,Released,5.8,History Drama War Action,ko,인천상륙작전,6.116436,110.0,"en,ko",Operation Chromite,29,1
2783,17043,en,Very Low,Short,Released,5.3,Family Action Adventure,en,The Crocodile Hunter: Collision Course,1.7149720000000002,90.0,en,The Crocodile Hunter: Collision Course,34,0
2784,8952,en,Medium,Medium,Released,6.4,Comedy Drama Romance,en,I Love You Phillip Morris,19.664699,98.0,en,I Love You Phillip Morris,503,0
2785,62204,Others,Low,Medium,Released,7.1,Adventure Drama,xx,La Guerre du feu,6.537986,100.0,xx,Quest for Fire,109,3
2786,13435,en,Medium,Medium,Released,6.7,Drama Romance,en,Antwone Fisher,13.349012,120.0,"en,ja,ru,es",Antwone Fisher,137,0
2787,17187,en,Low,Medium,Released,6.9,Drama Romance,en,The Emperor's Club,6.796079,108.0,en,The Emperor's Club,96,0
2788,319,en,High,Medium,Released,7.5,Action Thriller Crime Romance,en,True Romance,35.268557,120.0,"en,it",True Romance,749,0
2789,59457,en,Low,Medium,Released,5.9,Romance Science Fiction,en,Womb,7.453347,111.0,en,Womb,92,3
2790,9504,en,Medium,Medium,Released,7.5,Crime Drama Mystery,en,Glengarry Glen Ross,13.939054,100.0,en,Glengarry Glen Ross,323,0
2791,37414,en,Low,Medium,Released,6.0,Crime Drama Thriller,en,The Killer Inside Me,11.892615,109.0,en,The Killer Inside Me,173,3
2792,6217,en,Low,Medium,Released,6.0,Drama Fantasy Horror Thriller,en,Cat People,5.69872,118.0,en,Cat People,94,0
2793,26688,en,Low,Medium,Released,5.4,Horror Mystery Thriller,en,Sorority Row,8.780512,101.0,en,Sorority Row,177,0
2794,43867,en,Very Low,Medium,Released,8.4,Adventure Drama Romance,en,The Prisoner of Zenda,4.021389,101.0,"es,en",The Prisoner of Zenda,11,3
2795,6615,en,Medium,Medium,Released,7.1,Comedy Romance Drama,en,Lars and the Real Girl,15.817096,106.0,"en,es",Lars and the Real Girl,509,0
2796,14574,en,High,Medium,Released,7.7,War Drama,en,The Boy in the Striped Pyjamas,34.821223,94.0,en,The Boy in the Striped Pyjamas,1451,0
2797,16,en,Medium,Long,Released,7.6,Drama Crime Music,en,Dancer in the Dark,22.022228,140.0,en,Dancer in the Dark,377,0
2798,39780,en,Very Low,Long,Released,6.2,Drama Romance,en,Oscar and Lucinda,0.1393839999999999,132.0,"fr,en",Oscar and Lucinda,25,3
2799,21612,en,Very Low,Medium,Released,7.3,Crime Drama,en,The Funeral,2.950618,99.0,"it,en",The Funeral,31,0
2800,36691,en,Low,Short,Released,5.8,Comedy Drama Romance,en,Solitary Man,7.497306,90.0,en,Solitary Man,84,3
2801,23631,en,Medium,Medium,Released,6.3,Action Comedy Thriller,en,Machete,26.396191,105.0,"en,es",Machete,1150,0
2802,45324,en,Low,Medium,Released,6.0,Crime Comedy Drama,en,Casino Jack,6.546037,108.0,"en,fr",Casino Jack,94,3
2803,12144,en,High,Short,Released,7.0,Animation Adventure Family,en,The Land Before Time,28.670193,69.0,en,The Land Before Time,640,0
2804,11658,Others,Low,Long,Released,7.4,Action Adventure Drama History War,ko,태극기 휘날리며,9.572705,140.0,ko,Tae Guk Gi: The Brotherhood of War,133,0
2805,56601,en,Very Low,Medium,Released,6.3,Drama Family,en,The Perfect Game,0.903529,118.0,en,The Perfect Game,30,3
2806,9552,en,High,Long,Released,7.5,Drama Horror Thriller,en,The Exorcist,47.584643,122.0,"de,fr,la,ar,el,en",The Exorcist,2005,0
2807,578,en,High,Long,Released,7.5,Horror Thriller Adventure,en,Jaws,50.152327,124.0,en,Jaws,2542,0
2808,2105,en,High,Medium,Released,6.4,Comedy Romance,en,American Pie,60.76716800000001,95.0,en,American Pie,2296,0
2809,126319,Others,Low,Short,Released,7.6,Animation Comedy Drama Family,fr,Ernest et Célestine,11.103202,78.0,fr,Ernest & Celestine,142,2
2810,10136,en,Medium,Medium,Released,5.6,Action Adventure Comedy,en,The Golden Child,15.26213,94.0,"cs,en,it",The Golden Child,304,0
2811,67660,en,Low,Long,Released,6.9,Comedy Romance,en,Think Like a Man,6.035152,122.0,en,Think Like a Man,281,3
2812,10611,en,Low,Medium,Released,6.2,Comedy Drama,en,Barbershop,10.297189,102.0,en,Barbershop,137,0
2813,154,en,Medium,Medium,Released,7.3,Action Adventure Science Fiction Thriller,en,Star Trek II: The Wrath of Khan,22.434102,113.0,en,Star Trek II: The Wrath of Khan,675,0
2814,3049,en,High,Short,Released,6.4,Comedy Mystery,en,Ace Ventura: Pet Detective,41.249004,86.0,en,Ace Ventura: Pet Detective,1648,0
2815,860,en,Medium,Medium,Released,7.0,Thriller Science Fiction,en,WarGames,23.161754,114.0,en,WarGames,504,0
2816,9281,en,Medium,Medium,Released,7.0,Crime Drama Romance Thriller,en,Witness,19.195399,113.0,"de,en",Witness,375,0
2817,75674,en,Medium,Medium,Released,6.3,Action Thriller War,en,Act of Valor,21.958055,110.0,"en,ru",Act of Valor,417,3
2818,9762,en,High,Medium,Released,6.7,Music Drama Romance Crime,en,Step Up,45.477802,104.0,en,Step Up,1060,0
2819,3179,en,Low,Short,Released,6.5,Animation Comedy,en,Beavis and Butt-Head Do America,12.60629,81.0,"cs,en",Beavis and Butt-Head Do America,168,0
2820,184,en,High,Long,Released,7.3,Comedy Crime Romance,en,Jackie Brown,40.631671,154.0,en,Jackie Brown,1514,0
2821,13335,en,Medium,Medium,Released,6.2,Comedy Adventure,en,Harold & Kumar Escape from Guantanamo Bay,26.219598,107.0,en,Harold & Kumar Escape from Guantanamo Bay,497,0
2822,76726,en,High,Short,Released,6.6,Science Fiction Drama Thriller,en,Chronicle,64.504747,84.0,en,Chronicle,1935,3
2823,10269,en,Very Low,Long,Released,6.2,Music Drama Romance,en,Yentl,3.389249,132.0,en,Yentl,51,0
2824,36819,en,Medium,Medium,Released,6.6,Family Fantasy Science Fiction Adventure Comedy,en,Time Bandits,14.779537,116.0,en,Time Bandits,249,3
2825,17130,en,Low,Medium,Released,4.7,Action Adventure Comedy Drama Family,en,Crossroads,6.7033190000000005,93.0,en,Crossroads,158,0
2826,57214,en,High,Short,Released,6.5,Comedy Crime,en,Project X,49.070321,88.0,en,Project X,1564,3
2827,11202,en,Medium,Long,Released,7.3,Drama History War,en,Patton,21.933822,172.0,en,Patton,323,0
2828,9357,en,Medium,Medium,Released,6.6,Horror Thriller,en,One Hour Photo,20.624896,96.0,en,One Hour Photo,435,0
2829,13812,en,Low,Short,Released,5.5,Horror Science Fiction Thriller,en,Quarantine,8.083995,89.0,en,Quarantine,339,0
2830,9030,en,Low,Medium,Released,5.5,Drama Horror Thriller,en,The Eye,11.135734,98.0,"es,en",The Eye,281,0
2831,19084,en,Very Low,Medium,Released,4.7,Comedy Family,en,Johnson Family Vacation,4.623609,97.0,en,Johnson Family Vacation,30,0
2832,8386,en,Low,Medium,Released,6.3,Comedy,en,How High,11.510281,93.0,en,How High,218,0
2833,10437,en,Medium,Short,Released,7.2,Comedy Family Fantasy Drama,en,The Muppet Christmas Carol,15.085981,85.0,en,The Muppet Christmas Carol,212,0
2834,1360,en,Medium,Long,Released,7.3,Drama Romance,en,Frida,18.422327,123.0,"en,fr,ru",Frida,383,0
2835,101267,en,Low,Medium,Released,6.5,Documentary Music,en,Katy Perry: Part of Me,8.410688,93.0,en,Katy Perry: Part of Me,85,2
2836,222935,en,High,Long,Released,7.6,Romance Drama,en,The Fault in Our Stars,74.358971,125.0,en,The Fault in Our Stars,3759,4
2837,10220,en,Medium,Long,Released,6.9,Drama Crime,en,Rounders,18.422008,121.0,"ru,en,he",Rounders,439,0
2838,284296,en,Medium,Medium,Released,6.3,Drama Comedy,en,Top Five,15.896312,102.0,en,Top Five,210,1
2839,31915,en,Low,Medium,Released,5.4,Horror Science Fiction,en,Prophecy,8.616589999999999,102.0,en,Prophecy,25,0
2840,11601,en,Low,Medium,Released,6.5,Horror Mystery Thriller,en,Stir of Echoes,6.044161,99.0,en,Stir of Echoes,330,0
2841,205220,en,High,Medium,Released,7.4,Drama,en,Philomena,29.019504,98.0,en,Philomena,579,4
2842,11354,en,Low,Medium,Released,6.4,Comedy Drama,en,The Upside of Anger,6.2464,118.0,en,The Upside of Anger,72,0
2843,16241,en,Low,Long,Released,6.6,Horror Drama Thriller Science Fiction,en,The Boys from Brazil,5.315213,125.0,en,The Boys from Brazil,101,0
2844,14191,en,Medium,Medium,Released,5.8,Fantasy Romance Family Comedy,en,Aquamarine,16.931846,104.0,en,Aquamarine,364,0
2845,286565,en,High,Medium,Released,6.1,Drama Mystery Romance,en,Paper Towns,64.610671,109.0,en,Paper Towns,1937,1
2846,26710,en,Very Low,Short,Released,4.3,Comedy,en,My Baby's Daddy,4.480167,86.0,en,My Baby's Daddy,15,0
2847,129670,en,High,Medium,Released,7.4,Drama Adventure,en,Nebraska,29.223881,115.0,"en,es",Nebraska,636,2
2848,9059,en,Low,Medium,Released,6.7,Horror Comedy Thriller,en,Tales from the Crypt: Demon Knight,7.710797,92.0,en,Tales from the Crypt: Demon Knight,94,0
2849,34549,en,Very Low,Short,Released,5.4,Comedy Family Fantasy Science Fiction,en,Max Keeble's Big Move,1.0818219999999998,86.0,en,Max Keeble's Big Move,33,3
2850,57157,en,Medium,Medium,Released,5.6,Comedy Drama,en,Young Adult,16.183746,94.0,en,Young Adult,364,3
2851,1948,en,High,Short,Released,6.6,Action Thriller Crime,en,Crank,47.992817,88.0,"en,es,ko",Crank,1151,0
2852,28353,en,Very Low,Medium,Released,5.3,Comedy Romance,en,How to Be a Player,1.20245,93.0,en,Def Jam's How to Be a Player,8,0
2853,46889,en,Very Low,Medium,Released,5.3,Comedy Drama Romance,en,Living Out Loud,0.700792,100.0,en,Living Out Loud,11,3
